Date,Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
2025-01-01,4.8,4.8,4.8,26.7,31.3,24.8,5.4,27.0
2025-01-02,0.2,0.2,0.2,27.7,31.6,25.3,7.0,26.3
2025-01-03,0.8,1.0,1.0,27.9,33.0,25.3,7.2,34.3
2025-01-04,0.0,0.0,0.0,27.7,31.6,25.7,7.9,38.9
2025-01-05,0.0,0.0,0.0,27.9,32.7,25.4,9.7,42.8
2025-01-06,0.0,0.0,0.0,27.8,31.6,26.0,10.6,37.4
2025-01-07,0.4,0.4,0.4,27.9,32.2,25.6,7.7,31.3
2025-01-08,0.0,0.0,0.0,28.3,32.6,25.8,8.4,31.7
2025-01-09,0.0,0.0,0.0,28.1,32.3,25.4,9.3,35.0
2025-01-10,14.2,23.0,36.4,24.3,26.8,22.3,7.0,28.5
2025-01-11,15.6,20.6,26.0,23.5,24.9,22.2,7.1,27.0
2025-01-12,10.0,12.8,15.2,25.1,26.9,24.0,9.3,52.6
2025-01-13,10.0,16.8,28.6,24.3,26.2,23.2,6.7,30.2
2025-01-14,8.8,12.6,15.0,25.1,28.0,24.0,6.4,30.2
2025-01-15,8.6,9.0,9.8,25.7,28.8,23.9,3.8,22.4
2025-01-16,2.0,2.0,2.0,26.7,30.2,24.4,8.8,37.4
2025-01-17,1.4,1.4,1.6,26.0,29.0,24.8,10.4,47.2
2025-01-18,2.8,2.8,3.6,25.9,28.6,24.6,9.5,39.6
2025-01-19,4.6,4.8,5.6,25.4,27.8,24.3,6.3,43.9
2025-01-20,0.2,0.2,0.2,26.4,29.7,24.3,8.4,35.9
2025-01-21,0.2,0.2,0.4,25.4,26.7,24.5,8.3,36.3
2025-01-22,0.2,0.4,0.4,25.9,27.9,24.6,7.4,25.9
2025-01-23,0.2,0.4,0.4,25.8,27.5,24.4,6.3,29.4
2025-01-24,0.4,0.8,1.0,25.6,27.6,25.0,4.3,23.3
2025-01-25,6.6,7.6,7.6,26.9,30.8,24.8,4.6,29.8
2025-01-26,0.0,0.0,0.0,27.1,30.7,25.2,4.8,27.0
2025-01-27,0.6,0.8,1.0,25.3,29.6,23.5,7.1,32.4
2025-01-28,0.0,0.0,0.0,26.1,29.0,24.4,10.4,43.5
2025-01-29,0.0,0.0,0.0,25.8,28.6,24.7,10.4,43.2
2025-01-30,0.0,0.0,0.0,26.6,30.4,24.2,9.1,40.0
2025-01-31,0.0,0.0,0.0,26.5,31.2,23.7,9.0,33.5
2025-02-01,,,,26.9,31.4,25.0,7.3,28.9
2025-02-02,,,,27.0,33.8,24.2,6.6,29.8
2025-02-03,0.0,0.0,0.0,27.6,32.2,24.7,8.4,27.4
2025-02-04,1.8,2.0,2.0,26.8,32.8,24.3,8.0,32.8
2025-02-05,3.8,5.6,8.0,24.7,26.7,23.1,8.3,30.2
